theta,HH,VV
0.000000000000000,3.461078592702416e+01,3.461078592702422e+01
0.005227275629933,3.458999484547184e+01,3.458954275434520e+01
0.010454551259866,3.452751935070380e+01,3.452570382655873e+01
0.015681826889799,3.442305017756603e+01,3.441893810981651e+01
0.020909102519732,3.427606336444087e+01,3.426868437349334e+01
0.026136378149666,3.408580698145304e+01,3.407413635724068e+01
0.031363653779599,3.385128151717505e+01,3.383422080326764e+01
0.036590929409532,3.357121277121657e+01,3.354756700709822e+01
0.041818205039465,3.324401557961500e+01,3.321246592271230e+01
0.047045480669398,3.286774599662513e+01,3.282681601610969e+01
0.052272756299331,3.244003857534273e+01,3.238805187551685e+01
0.057500031929264,3.195802398480371e+01,3.189304987119786e+01
0.062727307559197,3.141822014319990e+01,3.133800261740291e+01
0.067954583189130,3.081638696564017e+01,3.071825014036023e+01
0.073181858819063,3.014733011054722e+01,3.002804969159410e+01
0.078409134448996,2.940463173322476e+01,2.926025668211967e+01
0.083636410078930,2.858027444670234e+01,2.840587382641605e+01
0.088863685708863,2.766410533294970e+01,2.745339993672461e+01
0.094090961338796,2.664305437726379e+01,2.638786601200766e+01
0.099318236968729,2.549996615399512e+01,2.518937000453671e+01
0.104545512598662,2.421180773876753e+01,2.383078817204302e+01
0.109772788228595,2.274685425626739e+01,2.227411653935741e+01
0.115000063858528,2.106021661354557e+01,2.046459607481921e+01
0.120227339488461,1.908696793819963e+01,1.832192853035580e+01
0.125454615118394,1.673392616372148e+01,1.573292872861481e+01
0.130681890748328,1.388788792724809e+01,1.259410382458689e+01
0.135909166378261,1.058213538236864e+01,9.263664787192473e+00
0.141136442008194,8.001557542811364e+00,8.098986937088625e+00
0.146363717638127,8.696925975101379e+00,1.018431173539979e+01
0.151590993268060,1.116387053300515e+01,1.270931977628537e+01
0.156818268897993,1.337798591437929e+01,1.470484211499551e+01
0.162045544527926,1.506497531467814e+01,1.619742209912085e+01
0.167272820157859,1.632122679628764e+01,1.730709465782636e+01
0.172500095787792,1.724881904508002e+01,1.812474844421265e+01
0.177727371417725,1.792004981120841e+01,1.871167117632048e+01
0.182954647047658,1.838373003560060e+01,1.910900529768702e+01
0.188181922677592,1.867291115885122e+01,1.934470406318180e+01
0.193409198307525,1.881011866322836e+01,1.943788255684325e+01
0.198636473937458,1.881060923725807e+01,1.940147924975874e+01
0.203863749567391,1.868436724459745e+01,1.924388655874116e+01
0.209091025197324,1.843731191367763e+01,1.896994220130387e+01
0.214318300827257,1.807199000840978e+01,1.858150572307609e+01
0.219545576457190,1.758790500876962e+01,1.807774794314483e+01
0.224772852087123,1.698155676040592e+01,1.745522755987218e+01
0.230000127717056,1.624621415690462e+01,1.670780594031570e+01
0.235227403346989,1.537140701573833e+01,1.582646242697895e+01
0.240454678976923,1.434210490630425e+01,1.479915251617578e+01
0.245681954606856,1.313758720195673e+01,1.361110913168750e+01
0.250909230236789,1.173025288065195e+01,1.224674288145694e+01
0.256136505866722,1.008565911738842e+01,1.069645792161279e+01
0.261363781496655,8.169204959299117e+00,8.977520224302030e+00
