theta,HH,VV
0.000000000000000,1.652888133789768e+01,1.652888133791258e+01
0.005227275629933,1.652047007596824e+01,1.651916628836073e+01
0.010454551259866,1.649522560237479e+01,1.649000287611084e+01
0.015681826889799,1.645311585607773e+01,1.644133630796930e+01
0.020909102519732,1.639408741192580e+01,1.637307526162171e+01
0.026136378149666,1.631806550264119e+01,1.628509191287050e+01
0.031363653779599,1.622495406423774e+01,1.617722203190229e+01
0.036590929409532,1.611463582050142e+01,1.604926521325498e+01
0.041818205039465,1.598697242810330e+01,1.590098533266506e+01
0.047045480669398,1.584180471106676e+01,1.573211136131729e+01
0.052272756299331,1.567895302207068e+01,1.554233871774656e+01
0.057500031929264,1.549821777891233e+01,1.533133140451981e+01
0.062727307559197,1.529938023795610e+01,1.509872526721546e+01
0.067954583189130,1.508220358325607e+01,1.484413283570729e+01
0.073181858819063,1.484643443111766e+01,1.456715037377274e+01
0.078409134448996,1.459180487615277e+01,1.426736798770422e+01
0.083636410078930,1.431803523758045e+01,1.394438394745837e+01
0.088863685708863,1.402483770494819e+01,1.359782477940254e+01
0.094090961338796,1.371192113204574e+01,1.322737322679499e+01
0.099318236968729,1.337899728791291e+01,1.283280687319918e+01
0.104545512598662,1.302578894560142e+01,1.241405110911187e+01
0.109772788228595,1.265204027297301e+01,1.197125119262908e+01
0.115000063858528,1.225753008391737e+01,1.150486934842415e+01
0.120227339488461,1.184208860847603e+01,1.101581396950222e+01
0.125454615118394,1.140561853668063e+01,1.050560857602146e+01
0.130681890748328,1.094812116492130e+01,9.976607320310109e+00
0.135909166378261,1.046972849299538e+01,9.432259825090277e+00
0.141136442008194,9.970742031512167e+00,8.877418269414166e+00
0.146363717638127,9.451678800293475e+00,8.318660112143435e+00
0.151590993268060,8.913324407102872e+00,7.764566886400618e+00
0.156818268897993,8.356792025481109e+00,7.225852768946181e+00
0.162045544527926,7.783584333467440e+00,6.715186341067739e+00
0.167272820157859,7.195652815553910e+00,6.246525178273266e+00
